土地位置建物門牌(Geo),土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年,交易月,交易筆棟數,建物大於1,車位數,樓層比例,移轉層次,總樓層數,建物型態,是否透天,是否投資透天,主要用途,建築完成年,建築完成月,屋齡缺失,屋齡,建物移轉總面積平方公尺,是否毛胚,建物現況格局-房,有無管理組織,單價,總價元,車位類別,車位單價,車位總價元,特殊交易,電梯,latitude,longitude,與竹科距離_km
台灣新竹市新竹市明湖路２４３巷１８０號二樓,新竹市新竹市明湖路２４３巷１８０號二樓,53.65,住,110,6,建物1車位1,0,1,0.285714286,2,7,華廈,0,0,住家用,113,4,1,0,216.86,0,3,1,74656.46039,16190000,平面,1120000,1120000,0,1,24.7890307,120.9740487,3.328562633
台灣新竹市新竹市竹香北路２８號五樓之２,新竹市新竹市竹香北路２８號五樓之２,17.13,住,109,12,建物1車位1,0,1,0.294117647,5,17,大樓,0,0,住家用,113,7,1,0,134.93,0,2,1,56844.28963,7670000,平面,1150000,1150000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市中華路五段７６２號六樓之１,新竹市新竹市中華路五段７６２號六樓之１,28.43,商,110,11,建物1車位1,0,1,0.461538462,6,13,大樓,0,0,住家用,113,7,1,0,154.22,0,3,1,59006.61393,9100000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號七樓之１,新竹市新竹市中華路五段７６２號七樓之１,28.43,商,110,11,建物1車位1,0,1,0.538461538,7,13,大樓,0,0,住家用,113,7,1,0,154.22,0,3,1,57061.34094,8800000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十一樓之１,新竹市新竹市中華路五段７６２號十一樓之１,28.43,商,110,10,建物1車位1,0,1,0.846153846,11,13,大樓,0,0,住家用,113,7,1,0,154.22,0,3,1,57969.135,8940000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號五樓之５,新竹市新竹市中華路五段７６２號五樓之５,28.49,商,110,11,建物1車位1,0,1,0.384615385,5,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,55825.39991,8620000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十樓之５,新竹市新竹市中華路五段７６２號十樓之５,28.49,商,110,11,建物1車位1,0,1,0.769230769,10,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,56991.12752,8800000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十一樓之５,新竹市新竹市中華路五段７６２號十一樓之５,28.49,商,110,11,建物1車位1,0,1,0.846153846,11,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,57573.99132,8890000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號七樓之５,新竹市新竹市中華路五段７６２號七樓之５,28.49,商,110,11,建物1車位1,0,1,0.538461538,7,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,56343.50107,8700000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十二樓之５,新竹市新竹市中華路五段７６２號十二樓之５,28.49,商,110,11,建物1車位1,0,1,0.923076923,12,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,57833.0419,8930000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號六樓之５,新竹市新竹市中華路五段７６２號六樓之５,28.49,商,110,10,建物1車位1,0,1,0.461538462,6,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,56213.97578,8680000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十三樓之５,新竹市新竹市中華路五段７６２號十三樓之５,28.49,商,110,10,建物1車位1,0,1,1,13,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,56343.50107,8700000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號六樓之２,新竹市新竹市中華路五段７６２號六樓之２,28.49,商,110,11,建物1車位1,0,1,0.461538462,6,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,59227.13444,9150000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號七樓之２,新竹市新竹市中華路五段７６２號七樓之２,28.49,商,110,11,建物1車位1,0,1,0.538461538,7,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,62010.48612,9580000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十樓之３,新竹市新竹市中華路五段７６２號十樓之３,28.49,商,110,11,建物1車位1,0,1,0.769230769,10,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,56314.32455,8700000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十一樓之２,新竹市新竹市中華路五段７６２號十一樓之２,28.49,商,110,11,建物1車位1,0,1,0.846153846,11,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,57932.55227,8950000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十一樓之３,新竹市新竹市中華路五段７６２號十一樓之３,28.49,商,110,11,建物1車位1,0,1,0.846153846,11,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,57091.07386,8820000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十三樓之３,新竹市新竹市中華路五段７６２號十三樓之３,28.49,商,110,11,建物1車位1,0,1,1,13,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,55667.03346,8600000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十樓之２,新竹市新竹市中華路五段７６２號十樓之２,28.49,商,110,11,建物1車位1,0,1,0.769230769,10,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,56702.6992,8760000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號五樓之３,新竹市新竹市中華路五段７６２號五樓之３,28.49,商,110,10,建物1車位1,0,1,0.384615385,5,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,57932.55227,8950000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號九樓之３,新竹市新竹市中華路五段７６２號九樓之３,28.49,商,110,10,建物1車位1,0,1,0.692307692,9,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,56443.78277,8720000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十三樓之２,新竹市新竹市中華路五段７６２號十三樓之２,28.49,商,110,10,建物1車位1,0,1,1,13,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,61492.65325,9500000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號二樓之３,新竹市新竹市中華路五段７６２號二樓之３,28.82,商,110,11,建物1車位1,0,1,0.153846154,2,13,大樓,0,0,住家用,113,7,1,0,155.81,0,3,1,56286.50279,8770000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號一樓之５,新竹市新竹市中華路五段７６２號一樓之５,33.03,商,110,10,建物1車位1,0,1,0.076923077,1,13,大樓,0,0,住家用,113,7,1,0,173.61,0,3,1,59328.3797,10300000,平面,1150000,1150000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號八樓之２,新竹市新竹市中華路五段７６２號八樓之２,28.49,商,110,11,建物1車位2,0,2,0.615384615,8,13,大樓,0,0,住家用,113,7,1,0,188.62,0,3,1,52592.51405,9920000,平面,1150000,2300000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市仲生路５０號三樓之１,新竹市新竹市仲生路５０號三樓之１,94.95,非,109,12,建物1車位2,0,2,0.6,3,5,華廈,0,0,住家用,113,3,1,0,233.95,0,3,0,66253.47296,15500000,平面,1150000,2300000,0,1,24.768812,120.968654,4.029295742
台灣新竹市新竹市仲生路５８號四樓之１,新竹市新竹市仲生路５８號四樓之１,94.95,非,109,12,建物1車位2,0,2,0.8,4,5,華廈,0,0,住家用,113,3,1,0,233.95,0,3,0,67279.33319,15740000,平面,1150000,2300000,0,1,24.7693947,120.9680835,4.061375732
台灣新竹市新竹市占梅路３８號,新竹市新竹市占梅路３８號,69.73,商,113,7,建物1車位1,0,1,0.041666667,1,24,大樓,0,0,商業用,110,1,0,3.6,553.07,1,0,1,206447.6468,114180000,平面,1150000,1150000,0,1,24.7913041,121.013416,1.312419062
台灣新竹市新竹市景觀大道２５２號六樓之６,新竹市新竹市景觀大道２５２號六樓之６,70.3,非,113,8,建物1車位5,0,5,0.75,6,8,華廈,0,0,工業用,113,4,0,0.4,394.27,1,0,1,67593.27364,26650000,平面,1170000,5850000,0,1,24.7827931,120.9530948,5.346302454
台灣新竹市新竹市經國路二段５３５之９號十一樓,新竹市新竹市經國路二段５３５之９號十一樓,14.58,商,113,9,建物1車位1,0,1,0.846153846,11,13,大樓,0,0,住家用,95,12,0,17.7,108.7,0,2,1,126034.9586,13700000,平面,1200000,1200000,0,1,24.8043909,120.9561674,5.630404416
台灣新竹市新竹市延平路二段１４２８號四樓之５,新竹市新竹市延平路二段１４２８號四樓之５,26.8,非,111,4,建物1車位1,0,1,0.285714286,4,14,大樓,0,0,住家用,113,8,1,0,131.28,0,2,1,59414.99086,7800000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４３０號三樓之５,新竹市新竹市延平路二段１４３０號三樓之５,26.8,非,111,4,建物1車位1,0,1,0.214285714,3,14,大樓,0,0,住家用,113,8,1,0,131.28,0,2,1,58957.95247,7740000,平面,1200000,1200000,0,1,24.8206702,120.9276039,9.025676346
台灣新竹市新竹市延平路二段１４３０號六樓之５,新竹市新竹市延平路二段１４３０號六樓之５,26.8,非,111,4,建物1車位1,0,1,0.428571429,6,14,大樓,0,0,住家用,113,8,1,0,131.28,0,2,1,55606.3376,7300000,平面,1200000,1200000,0,1,24.8206702,120.9276039,9.025676346
台灣新竹市新竹市延平路二段１４２８號十一樓之５,新竹市新竹市延平路二段１４２８號十一樓之５,26.8,非,111,4,建物1車位1,0,1,0.785714286,11,14,大樓,0,0,住家用,113,8,1,0,131.28,0,2,1,62233.39427,8170000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４３０號五樓之５,新竹市新竹市延平路二段１４３０號五樓之５,26.8,非,111,4,建物1車位1,0,1,0.357142857,5,14,大樓,0,0,住家用,113,8,1,0,131.28,0,2,1,55606.3376,7300000,平面,1200000,1200000,0,1,24.8206702,120.9276039,9.025676346
台灣新竹市新竹市延平路二段１４２８號三樓之５,新竹市新竹市延平路二段１４２８號三樓之５,26.8,非,111,4,建物1車位1,0,1,0.214285714,3,14,大樓,0,0,住家用,113,8,1,0,131.28,0,2,1,59643.51005,7830000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４２８號四樓之３,新竹市新竹市延平路二段１４２８號四樓之３,31.25,非,111,4,建物1車位1,0,1,0.285714286,4,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,57955.31483,8560000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４２８號三樓之１,新竹市新竹市延平路二段１４２８號三樓之１,31.25,非,111,4,建物1車位1,0,1,0.214285714,3,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,59444.82058,8780000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４３０號三樓之３,新竹市新竹市延平路二段１４３０號三樓之３,31.25,非,111,4,建物1車位1,0,1,0.214285714,3,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,56601.21869,8360000,平面,1200000,1200000,0,1,24.8206702,120.9276039,9.025676346
台灣新竹市新竹市延平路二段１４３０號八樓之２,新竹市新竹市延平路二段１４３０號八樓之２,31.25,非,111,4,建物1車位1,0,1,0.571428571,8,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,57887.61002,8550000,平面,1200000,1200000,0,1,24.8206702,120.9276039,9.025676346
台灣新竹市新竹市延平路二段１４２８號十三樓之３,新竹市新竹市延平路二段１４２８號十三樓之３,31.25,非,111,4,建物1車位1,0,1,0.928571429,13,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,57549.08599,8500000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４３０號十二樓之２,新竹市新竹市延平路二段１４３０號十二樓之２,31.25,非,111,4,建物1車位1,0,1,0.857142857,12,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,58903.18213,8700000,平面,1200000,1200000,0,1,24.8206702,120.9276039,9.025676346
台灣新竹市新竹市延平路二段１４２８號四樓之２,新竹市新竹市延平路二段１４２８號四樓之２,31.25,非,111,4,建物1車位1,0,1,0.285714286,4,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,58496.95328,8640000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４３０號九樓之３,新竹市新竹市延平路二段１４３０號九樓之３,31.25,非,111,4,建物1車位1,0,1,0.642857143,9,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,60257.27827,8900000,平面,1200000,1200000,0,1,24.8206702,120.9276039,9.025676346
台灣新竹市新竹市延平路二段１４２８號九樓之２,新竹市新竹市延平路二段１４２８號九樓之２,31.25,非,111,3,建物1車位1,0,1,0.642857143,9,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,55924.17062,8260000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４２８號十一樓之１,新竹市新竹市延平路二段１４２８號十一樓之１,31.25,非,111,3,建物1車位1,0,1,0.785714286,11,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,55924.17062,8260000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４２８號六樓之２,新竹市新竹市延平路二段１４２８號六樓之２,31.25,非,111,3,建物1車位1,0,1,0.428571429,6,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,55856.46581,8250000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市延平路二段１４２８號十樓之２,新竹市新竹市延平路二段１４２８號十樓之２,31.25,非,111,3,建物1車位1,0,1,0.714285714,10,14,大樓,0,0,住家用,113,8,1,0,147.7,0,3,1,56398.10427,8330000,平面,1200000,1200000,0,1,24.8205968,120.9277313,9.010475856
台灣新竹市新竹市中華路五段７６２號五樓之１,新竹市新竹市中華路五段７６２號五樓之１,28.43,商,110,12,建物1車位1,0,1,0.384615385,5,13,大樓,0,0,住家用,113,7,1,0,157.32,0,3,1,57589.62624,9060000,平面,1200000,1200000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號四樓之５,新竹市新竹市中華路五段７６２號四樓之５,28.49,商,110,12,建物1車位1,0,1,0.307692308,4,13,大樓,0,0,住家用,113,7,1,0,157.51,0,3,1,57139.22926,9000000,平面,1200000,1200000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市竹香北路２８號十六樓之１,新竹市新竹市竹香北路２８號十六樓之１,24.16,住,109,12,建物1車位1,0,1,0.941176471,16,17,大樓,0,0,住家用,113,7,1,0,190.43,0,3,1,65535.89245,12480000,平面,1200000,1200000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市藝術路９號二樓之８,新竹市新竹市藝術路９號二樓之８,68.34,非,113,8,建物1車位2,0,2,0.333333333,2,6,華廈,0,0,其他,111,11,0,1.7,233.93,1,0,1,54503.48395,12750000,平面,1200000,2400000,1,1,24.7696825,120.9673273,4.123223883
台灣新竹市新竹市藝術路９號三樓之８,新竹市新竹市藝術路９號三樓之８,68.34,非,113,8,建物1車位2,0,2,0.5,3,6,華廈,0,0,其他,111,11,0,1.7,233.93,1,0,1,54503.48395,12750000,平面,1200000,2400000,1,1,24.7696825,120.9673273,4.123223883
台灣新竹市新竹市藝術路１號六樓之７,新竹市新竹市藝術路１號六樓之７,68.34,非,113,8,建物1車位2,0,2,1,6,6,華廈,0,0,其他,111,11,0,1.7,233.93,1,0,1,54503.48395,12750000,平面,1200000,2400000,1,1,24.769644,120.9666976,4.184945943
台灣新竹市新竹市藝術路２９號六樓之１,新竹市新竹市藝術路２９號六樓之１,68.34,非,113,8,建物1車位2,0,2,1,6,6,華廈,0,0,其他,111,11,0,1.7,233.93,1,0,1,54503.48395,12750000,平面,1200000,2400000,1,1,24.7691069,120.9674726,4.130265579
台灣新竹市新竹市公道五路二段４１９之２號六樓之３,新竹市新竹市公道五路二段４１９之２號六樓之３,42.91,住,113,8,建物1車位2,0,2,0.461538462,6,13,大樓,0,0,住家用,95,11,0,17.7,239.33,0,3,1,137884.9288,33000000,平面,1200000,2400000,0,1,24.8031495,120.9953737,2.613964194
台灣新竹市新竹市關新北路１４５號五樓,新竹市新竹市關新北路１４５號五樓,40.17,住,113,6,建物1車位2,0,2,0.208333333,5,24,大樓,0,0,住家用,101,9,0,11.7,348.88,0,4,1,168682.6416,58850000,平面,1200000,2400000,0,1,24.7866477,121.0192147,1.452986039
台灣新竹市新竹市延平路一段２６９號十二樓之１,新竹市新竹市延平路一段２６９號十二樓之１,24.9,住,110,2,建物1車位1,0,1,0.857142857,12,14,大樓,0,0,住家用,113,7,1,0,154.77,0,3,1,77340.56988,11970000,平面,1220000,1220000,1,1,24.8049125,120.9523007,6.007101094
台灣新竹市新竹市境福街２０１巷２８號三樓之１,新竹市新竹市境福街２０１巷２８號三樓之１,31.53,非,113,8,建物1車位1,0,1,0.272727273,3,11,大樓,0,0,住家用,113,5,0,0.3,148.36,0,3,1,83445.67269,12380000,坡道機械,1250000,1250000,0,1,24.819683,120.9587267,6.369979846
台灣新竹市新竹市竹香北路２８號十四樓之２,新竹市新竹市竹香北路２８號十四樓之２,17.13,住,109,12,建物1車位1,0,1,0.823529412,14,17,大樓,0,0,住家用,113,7,1,0,134.93,0,2,1,62625.06485,8450000,平面,1250000,1250000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號十七樓之２,新竹市新竹市竹香北路２８號十七樓之２,17.13,住,109,12,建物1車位1,0,1,1,17,17,大樓,0,0,住家用,113,7,1,0,134.93,0,2,1,62328.61484,8410000,平面,1250000,1250000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號十五樓之２,新竹市新竹市竹香北路２８號十五樓之２,17.13,住,109,12,建物1車位1,0,1,0.882352941,15,17,大樓,0,0,住家用,113,7,1,0,134.93,0,2,1,62995.62736,8500000,平面,1250000,1250000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市公道三路５９巷１３號,新竹市新竹市公道三路５９巷１３號,17.66,住,109,12,建物1車位1,0,1,0.058823529,1,17,大樓,0,0,其他,113,7,1,0,138.24,1,0,1,76605.90278,10590000,平面,1250000,1250000,0,1,24.8037093,120.950706,6.09843367
台灣新竹市新竹市中華路五段７６２號十二樓之１,新竹市新竹市中華路五段７６２號十二樓之１,28.43,商,110,11,建物1車位1,0,1,0.923076923,12,13,大樓,0,0,住家用,113,7,1,0,154.22,0,3,1,58487.87447,9020000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號九樓之１,新竹市新竹市中華路五段７６２號九樓之１,28.43,商,110,10,建物1車位1,0,1,0.692307692,9,13,大樓,0,0,住家用,113,7,1,0,154.22,0,3,1,57061.34094,8800000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號三樓之５,新竹市新竹市中華路五段７６２號三樓之５,28.49,商,111,1,建物1車位1,0,1,0.230769231,3,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,61265.46208,9460000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號八樓之５,新竹市新竹市中華路五段７６２號八樓之５,28.49,商,110,11,建物1車位1,0,1,0.615384615,8,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,56991.12752,8800000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號九樓之５,新竹市新竹市中華路五段７６２號九樓之５,28.49,商,110,10,建物1車位1,0,1,0.692307692,9,13,大樓,0,0,住家用,113,7,1,0,154.41,0,3,1,59322.58273,9160000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號三樓之２,新竹市新竹市中華路五段７６２號三樓之２,28.49,商,110,12,建物1車位1,0,1,0.230769231,3,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,57932.55227,8950000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號四樓之３,新竹市新竹市中華路五段７６２號四樓之３,28.49,商,110,12,建物1車位1,0,1,0.307692308,4,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,58903.4889,9100000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號八樓之３,新竹市新竹市中華路五段７６２號八樓之３,28.49,商,110,11,建物1車位1,0,1,0.615384615,8,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,56637.9701,8750000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十二樓之２,新竹市新竹市中華路五段７６２號十二樓之２,28.49,商,110,11,建物1車位1,0,1,0.923076923,12,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,58256.19781,9000000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號九樓之２,新竹市新竹市中華路五段７６２號九樓之２,28.49,商,110,10,建物1車位1,0,1,0.692307692,9,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,57738.36494,8920000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號六樓之３,新竹市新竹市中華路五段７６２號六樓之３,28.49,商,110,10,建物1車位1,0,1,0.461538462,6,13,大樓,0,0,住家用,113,7,1,0,154.49,0,3,1,56055.40812,8660000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號二樓之５,新竹市新竹市中華路五段７６２號二樓之５,28.57,商,111,1,建物1車位1,0,1,0.153846154,2,13,大樓,0,0,住家用,113,7,1,0,154.83,0,3,1,60840.9223,9420000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號二樓之２,新竹市新竹市中華路五段７６２號二樓之２,28.82,商,110,11,建物1車位1,0,1,0.153846154,2,13,大樓,0,0,住家用,113,7,1,0,155.81,0,3,1,56607.40646,8820000,平面,1250000,1250000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市竹香北路２８號十四樓之１,新竹市新竹市竹香北路２８號十四樓之１,23.6,住,109,12,建物1車位1,0,1,0.823529412,14,17,大樓,0,0,住家用,113,7,1,0,186.12,0,3,1,68181.81818,12690000,平面,1250000,1250000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號十五樓之１,新竹市新竹市竹香北路２８號十五樓之１,23.6,住,109,12,建物1車位1,0,1,0.882352941,15,17,大樓,0,0,住家用,113,7,1,0,186.12,0,3,1,66838.59875,12440000,平面,1250000,1250000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號八樓之１,新竹市新竹市竹香北路２８號八樓之１,23.6,住,109,12,建物1車位1,0,1,0.470588235,8,17,大樓,0,0,住家用,113,7,1,0,186.19,0,3,1,63752.08121,11870000,平面,1250000,1250000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號十三樓之１,新竹市新竹市竹香北路２８號十三樓之１,23.6,住,109,12,建物1車位1,0,1,0.764705882,13,17,大樓,0,0,住家用,113,7,1,0,186.19,0,3,1,65954.13288,12280000,平面,1250000,1250000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市中華路五段７６２號十樓之１,新竹市新竹市中華路五段７６２號十樓之１,28.43,商,110,11,建物1車位2,0,2,0.769230769,10,13,大樓,0,0,住家用,113,7,1,0,188.35,0,3,1,56012.74224,10550000,平面,1250000,2500000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號十三樓之１,新竹市新竹市中華路五段７６２號十三樓之１,28.43,商,110,11,建物1車位2,0,2,1,13,13,大樓,0,0,住家用,113,7,1,0,188.35,0,3,1,55747.279,10500000,平面,1250000,2500000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市中華路五段７６２號八樓之１,新竹市新竹市中華路五段７６２號八樓之１,28.43,商,110,10,建物1車位2,0,2,0.615384615,8,13,大樓,0,0,住家用,113,7,1,0,188.35,0,3,1,53889.03637,10150000,平面,1250000,2500000,0,1,24.7640071,120.9135533,9.545530338
台灣新竹市新竹市仲生路５８號二樓之１,新竹市新竹市仲生路５８號二樓之１,95.34,非,109,11,建物1車位1,0,1,0.4,2,5,華廈,0,0,住家用,113,3,1,0,209.98,0,3,0,79769.50186,16750000,平面,1250000,1250000,0,1,24.7693947,120.9680835,4.061375732
台灣新竹市新竹市仲生路５２號三樓之１,新竹市新竹市仲生路５２號三樓之１,95.34,非,110,1,建物1車位2,0,2,0.6,3,5,華廈,0,0,住家用,113,3,1,0,232.95,0,3,0,70186.73535,16350000,平面,1250000,2500000,0,1,24.7691657,120.9682946,4.049824088
台灣新竹市新竹市竹香北路２８號十七樓之３,新竹市新竹市竹香北路２８號十七樓之３,31.3,住,109,12,建物1車位2,0,2,1,17,17,大樓,0,0,住家用,113,7,1,0,246.19,0,4,1,60319.26561,14850000,平面,1250000,2500000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號十三樓之５,新竹市新竹市竹香北路２８號十三樓之５,16.49,住,109,11,建物1車位1,0,1,0.764705882,13,17,大樓,0,0,住家用,113,7,1,0,129.75,0,2,1,66897.88054,8680000,平面,1270000,1270000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號三樓之２,新竹市新竹市竹香北路２８號三樓之２,16.64,住,109,10,建物1車位1,0,1,0.176470588,3,17,大樓,0,0,住家用,113,7,1,0,131.05,0,2,1,62647.84433,8210000,平面,1270000,1270000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號十三樓之２,新竹市新竹市竹香北路２８號十三樓之２,16.64,住,109,10,建物1車位1,0,1,0.764705882,13,17,大樓,0,0,住家用,113,7,1,0,131.05,0,2,1,63159.09958,8277000,平面,1270000,1270000,0,1,24.8020748,120.9507823,6.020941939
台灣新竹市新竹市竹香北路２８號十二樓之２,新竹市新竹市竹香北路２８號十二樓之２,16.64,住,109,10,建物1車位1,0,1,0.705882353,12,17,大樓,0,0,住家用,113,7,1,0,131.05,0,2,1,62785.19649,8228000,平面,1270000,1270000,0,1,24.8020748,120.9507823,6.020941939
